HistMean,HistVar,LaplVar,MaxLapl,MaxVar,MaxAvgLapl,IQR,Deviation,C1AreaProp,C4AreaProp,SiftNumKP,SurfNumKP,AkazeNumKP,KazeNumKP,ORBNumKP,RidgeAreaProp,AvgMaxX,MaxY,MinVar,Filename,Output
143.0836181640625,2331.683193549514,74.15528784692287,12.280502319335938,229.67491149902344,56.06252929568291,79.0,0.0976522892130099,0.3251953125,0.32867431640625,18,56,1,19,8,0.2488829481835459,66375.0,59817,217.15883249044415,ESP_011492_1260_RED.NOMAP.browse-Block-2.jpg,1.0
125.8887939453125,2111.322105869651,129.02383732423186,25.93450927734375,240.87962341308597,74.74994680285455,58.0,138.0,0.33477783203125,0.33642578125,40,67,0,40,14,0.2977453568402459,65906.0,85152,190.58969090320167,ESP_011492_1260_RED.NOMAP.browse-Block-3.jpg,1.0
128.27362060546878,2013.8861302994192,122.46803104504944,14.368270874023438,538.4375,100.25462707877159,64.0,1.068848484848485,0.33673095703125,0.33770751953125,31,69,0,42,20,0.33796696033596363,100158.0,98016,399.10290145932504,ESP_011492_1260_RED.NOMAP.browse-Block-7.jpg,1.0
113.49822998046876,2952.7014128826563,98.66995821893215,12.225692749023438,524.0253295898439,70.80311366915703,95.0,0.6691217498047093,0.32611083984375,0.32781982421875,46,67,3,37,19,0.2955628512075562,110430.0,98022,377.43073892028457,ESP_011492_1260_RED.NOMAP.browse-Block-8.jpg,1.0
153.82537841796875,3143.0063115023077,21.116197910159823,10.331787109375,392.87669372558594,16.20495554804802,85.0,0.21114020203836256,0.281005859375,0.3023681640625,5,34,0,11,0,0.11631002987132352,172640.0,70386,371.26361024659127,ESP_012326_2125_RED.NOMAP.browse-Block-1.jpg,1.0
173.33160400390625,2094.0973752103746,13.066889401525259,5.0247650146484375,147.98362731933594,10.724603056907654,59.0,0.09498195683257303,0.261474609375,0.28253173828125,0,26,0,4,0,0.08016952439850451,234853.0,59118,439.422695254907,ESP_012326_2125_RED.NOMAP.browse-Block-2.jpg,1.0
144.81536865234375,1629.310943003744,31.61139714345336,7.351669311523437,195.3505859375,22.06892478466034,43.0,0.22812235312235316,0.29705810546875,0.308349609375,5,44,0,16,0,0.11853450326358572,121560.0,59859,259.84038123022765,ESP_012326_2125_RED.NOMAP.browse-Block-6.jpg,1.0
117.4896240234375,2455.975600346923,32.251706089824445,14.407958984375,355.36448669433594,20.330715984106067,70.0,0.1982614193140509,0.28875732421875,0.29931640625,6,54,0,20,0,0.11446428891678626,118757.0,65946,245.46328095999408,ESP_012326_2125_RED.NOMAP.browse-Block-8.jpg,1.0
158.17626953125,1314.9209554195406,74.10112711414696,16.43988037109375,344.63763427734375,45.79524183273315,49.0,0.0003270378546316736,0.326416015625,0.3343505859375,17,50,0,13,3,0.3229482454567193,82286.0,65976,220.56209712224828,ESP_012465_1560_RED.NOMAP.browse-Block-9.jpg,1.0
135.40606689453122,4033.4375877045095,29.417447671294212,7.4733734130859375,81.64659118652344,19.50867590308189,107.0,0.22469344608879493,0.30047607421875,0.31951904296875,1,45,0,1,0,0.40474618649950217,223968.0,155220,736.6747288135813,ESP_012466_1670_RED.NOMAP.browse-Block-4.jpg,1.0
137.04705810546878,2162.9938182495534,47.361638888716705,6.802490234375,120.5771484375,26.59812712669373,51.0,1.3408630793819925,0.3238525390625,0.3360595703125,5,63,0,6,1,0.4385766534244313,167024.0,154197,878.9120312919839,ESP_012552_1220_RED.NOMAP.browse-Block-1.jpg,1.0
117.3238525390625,2915.852639064193,74.14636588096619,12.714340209960938,327.31651306152344,45.99318704009056,85.0,0.00025665704202759064,0.32672119140625,0.33111572265625,26,70,1,27,7,0.4796105665319106,137181.0,151308,630.4067859416828,ESP_012552_1220_RED.NOMAP.browse-Block-3.jpg,1.0
117.7647705078125,3944.776210054755,30.009191274642944,7.4755859375,106.39109802246094,21.2785527408123,103.0,0.0001929570670525808,0.30767822265625,0.32208251953125,1,43,0,5,0,0.3608899247412588,201121.0,133023,534.452208741568,ESP_012552_1220_RED.NOMAP.browse-Block-4.jpg,1.0
125.74609375,2313.224227905273,36.36730025708675,6.8712005615234375,119.49017333984376,25.057257503271106,71.0,1.0678488037629859,0.3095703125,0.32330322265625,6,37,0,4,0,0.4083388796039656,176368.0,158682,782.3597686504945,ESP_012552_1220_RED.NOMAP.browse-Block-5.jpg,1.0
124.29937744140624,2126.346591409296,110.3598002754152,21.017333984375,249.169677734375,59.61809992790222,65.0,0.0001935452653989452,0.34307861328125,0.3441162109375,33,73,1,46,27,0.4995521283617206,194351.0,100959,424.41832871455705,ESP_012552_1220_RED.NOMAP.browse-Block-6.jpg,1.0
104.97930908203124,2064.3664542101324,45.357854928821325,16.860458374023438,97.03515625,29.92204493284225,74.0,1.54012433336489,0.32293701171875,0.33514404296875,9,53,0,10,0,0.44182069359756104,169668.0,126546,757.1700130688579,ESP_012552_1220_RED.NOMAP.browse-Block-7.jpg,1.0
126.20318603515624,2622.1218624077733,83.4162407182157,12.849349975585938,161.27293395996094,51.92090880870819,85.0,0.2874169597499023,0.33135986328125,0.335693359375,31,78,0,18,7,0.49321026871114293,133419.0,148269,601.8563245333872,ESP_012564_1105_RED.NOMAP.browse-Block-19.jpg,1.0
141.48712158203125,1985.1314259432254,91.14842310175301,36.56195068359375,372.31883239746094,52.36099141836166,44.0,1.1120615911035072,0.33001708984375,0.3345947265625,32,72,0,28,15,0.5197353987326638,257930.0,146208,407.985410481112,ESP_012564_1105_RED.NOMAP.browse-Block-20.jpg,1.0
